# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1306433	1310044	-	XM_003646463.1		XP_003646511.1	hypothetical protein		11472862	Ecym_4673	3612	3612	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1306433	1310044	-	XP_003646511.1		XM_003646463.1	hypothetical protein		11472862	Ecym_4673	3612	1203	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1311773	1316137	+						11471651	Ecym_4674	4365		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1311773	1316137	+	XM_003646464.1		XP_003646512.1	hypothetical protein		11471651	Ecym_4674	4365	4365	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1311773	1316137	+	XP_003646512.1		XM_003646464.1	hypothetical protein		11471651	Ecym_4674	4365	1454	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1316833	1317186	-						11470206	Ecym_4675	354		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1316833	1317186	-	XM_003646465.1		XP_003646513.1	hypothetical protein		11470206	Ecym_4675	354	354	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1316833	1317186	-	XP_003646513.1		XM_003646465.1	hypothetical protein		11470206	Ecym_4675	354	117	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1317616	1318221	-						11470207	Ecym_4676	606		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1317616	1318221	-	XM_003646466.1		XP_003646514.1	hypothetical protein		11470207	Ecym_4676	606	606	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1317616	1318221	-	XP_003646514.1		XM_003646466.1	hypothetical protein		11470207	Ecym_4676	606	201	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1318561	1321779	-						11472863	Ecym_4677	3219		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1318561	1321779	-	XM_003646467.1		XP_003646515.1	hypothetical protein		11472863	Ecym_4677	3219	3219	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1318561	1321779	-	XP_003646515.1		XM_003646467.1	hypothetical protein		11472863	Ecym_4677	3219	1072	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1322349	1324295	-						11470208	Ecym_4678	1947		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1322349	1324295	-	XM_003646468.1		XP_003646516.1	hypothetical protein		11470208	Ecym_4678	1947	1947	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1322349	1324295	-	XP_003646516.1		XM_003646468.1	hypothetical protein		11470208	Ecym_4678	1947	648	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1324770	1325921	-						11472864	Ecym_4679	1152		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1324770	1325921	-	XM_003646469.1		XP_003646517.1	hypothetical protein		11472864	Ecym_4679	1152	1152	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1324770	1325921	-	XP_003646517.1		XM_003646469.1	hypothetical protein		11472864	Ecym_4679	1152	383	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1326821	1327426	-						11472865	Ecym_4680	606		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1326821	1327426	-	XM_003646470.1		XP_003646518.1	hypothetical protein		11472865	Ecym_4680	606	606	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1326821	1327426	-	XP_003646518.1		XM_003646470.1	hypothetical protein		11472865	Ecym_4680	606	201	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1328324	1328572	+						11471652	Ecym_4681	249		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1328324	1328572	+	XM_003646471.1		XP_003646519.1	hypothetical protein		11471652	Ecym_4681	249	249	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1328324	1328572	+	XP_003646519.1		XM_003646471.1	hypothetical protein		11471652	Ecym_4681	249	82	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1329021	1330310	+						11470209	Ecym_4682	1290		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1329021	1330310	+	XM_003646472.1		XP_003646520.1	hypothetical protein		11470209	Ecym_4682	1290	1290	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1329021	1330310	+	XP_003646520.1		XM_003646472.1	hypothetical protein		11470209	Ecym_4682	1290	429	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1330525	1331256	-						11470210	Ecym_4683	732		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1330525	1331256	-	XM_003646473.1		XP_003646521.1	hypothetical protein		11470210	Ecym_4683	732	732	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1330525	1331256	-	XP_003646521.1		XM_003646473.1	hypothetical protein		11470210	Ecym_4683	732	243	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1331738	1332694	+						11470211	Ecym_4684	957		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1331738	1332694	+	XM_003646474.1		XP_003646522.1	hypothetical protein		11470211	Ecym_4684	957	957	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1331738	1332694	+	XP_003646522.1		XM_003646474.1	hypothetical protein		11470211	Ecym_4684	957	318	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1332993	1335329	-						11472866	Ecym_4685	2337		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1332993	1335329	-	XM_003646475.1		XP_003646523.1	hypothetical protein		11472866	Ecym_4685	2337	2337	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1332993	1335329	-	XP_003646523.1		XM_003646475.1	hypothetical protein		11472866	Ecym_4685	2337	778	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1336279	1339581	-						11470212	Ecym_4686	3303		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1336279	1339581	-	XM_003646476.1		XP_003646524.1	hypothetical protein		11470212	Ecym_4686	3303	3303	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1336279	1339581	-	XP_003646524.1		XM_003646476.1	hypothetical protein		11470212	Ecym_4686	3303	1100	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1340392	1341150	-						11471653	Ecym_4687	759		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1340392	1341150	-	XM_003646477.1		XP_003646525.1	hypothetical protein		11471653	Ecym_4687	759	759	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1340392	1341150	-	XP_003646525.1		XM_003646477.1	hypothetical protein		11471653	Ecym_4687	759	252	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1342239	1345643	+						11471654	Ecym_4688	3405		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1342239	1345643	+	XM_003646478.1		XP_003646526.1	hypothetical protein		11471654	Ecym_4688	3405	3405	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1342239	1345643	+	XP_003646526.1		XM_003646478.1	hypothetical protein		11471654	Ecym_4688	3405	1134	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1345969	1348164	-						11470213	Ecym_4689	2196		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1345969	1348164	-	XM_003646479.1		XP_003646527.1	hypothetical protein		11470213	Ecym_4689	2196	2196	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1345969	1348164	-	XP_003646527.1		XM_003646479.1	hypothetical protein		11470213	Ecym_4689	2196	731	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1349485	1350672	-						11470214	Ecym_4690	1188		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1349485	1350672	-	XM_003646480.1		XP_003646528.1	hypothetical protein		11470214	Ecym_4690	1188	1188	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1349485	1350672	-	XP_003646528.1		XM_003646480.1	hypothetical protein		11470214	Ecym_4690	1188	395	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1353076	1355187	+						11472867	Ecym_4691	2112		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1353076	1355187	+	XM_003646481.1		XP_003646529.1	hypothetical protein		11472867	Ecym_4691	2112	2112	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1353076	1355187	+	XP_003646529.1		XM_003646481.1	hypothetical protein		11472867	Ecym_4691	2112	703	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1355924	1356499	+						11472868	Ecym_4692	576		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1355924	1356499	+	XM_003646482.1		XP_003646530.1	hypothetical protein		11472868	Ecym_4692	576	576	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1355924	1356499	+	XP_003646530.1		XM_003646482.1	hypothetical protein		11472868	Ecym_4692	576	191	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1356762	1357145	-						11471655	Ecym_4693	384		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1356762	1357145	-	XM_003646483.1		XP_003646531.1	hypothetical protein		11471655	Ecym_4693	321	321	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1356762	1357145	-	XP_003646531.1		XM_003646483.1	hypothetical protein		11471655	Ecym_4693	321	106	
gene	other	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1357384	1357922	+						11472869	Ecym_4694	539		partial
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1358152	1362267	+						11470215	Ecym_4695	4116		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1358152	1362267	+	XM_003646484.1		XP_003646532.1	hypothetical protein		11470215	Ecym_4695	4116	4116	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1358152	1362267	+	XP_003646532.1		XM_003646484.1	hypothetical protein		11470215	Ecym_4695	4116	1371	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1362311	1362682	-						11471656	Ecym_4696	372		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1362311	1362682	-	XM_003646485.1		XP_003646533.1	hypothetical protein		11471656	Ecym_4696	372	372	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1362311	1362682	-	XP_003646533.1		XM_003646485.1	hypothetical protein		11471656	Ecym_4696	372	123	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1363306	1365618	+						11470216	Ecym_4697	2313		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1363306	1365618	+	XM_003646486.1		XP_003646534.1	hypothetical protein		11470216	Ecym_4697	2313	2313	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1363306	1365618	+	XP_003646534.1		XM_003646486.1	hypothetical protein		11470216	Ecym_4697	2313	770	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1366090	1367274	+						11470217	Ecym_4698	1185		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1366090	1367274	+	XM_003646487.1		XP_003646535.1	hypothetical protein		11470217	Ecym_4698	1185	1185	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1366090	1367274	+	XP_003646535.1		XM_003646487.1	hypothetical protein		11470217	Ecym_4698	1185	394	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1367421	1368047	-						11471657	Ecym_4699	627		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1367421	1368047	-	XM_003646488.1		XP_003646536.1	hypothetical protein		11471657	Ecym_4699	627	627	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1367421	1368047	-	XP_003646536.1		XM_003646488.1	hypothetical protein		11471657	Ecym_4699	627	208	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1368453	1369964	-						11471658	Ecym_4700	1512		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1368453	1369964	-	XM_003646489.1		XP_003646537.1	hypothetical protein		11471658	Ecym_4700	1512	1512	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1368453	1369964	-	XP_003646537.1		XM_003646489.1	hypothetical protein		11471658	Ecym_4700	1512	503	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1370698	1372086	+						11470218	Ecym_4701	1389		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1370698	1372086	+	XM_003646490.1		XP_003646538.1	hypothetical protein		11470218	Ecym_4701	1389	1389	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1370698	1372086	+	XP_003646538.1		XM_003646490.1	hypothetical protein		11470218	Ecym_4701	1389	462	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1372595	1373803	-						11471659	Ecym_4702	1209		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1372595	1373803	-	XM_003646491.1		XP_003646539.1	hypothetical protein		11471659	Ecym_4702	1209	1209	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1372595	1373803	-	XP_003646539.1		XM_003646491.1	hypothetical protein		11471659	Ecym_4702	1209	402	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1374853	1376673	+						11470219	Ecym_4703	1821		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1374853	1376673	+	XM_003646492.1		XP_003646540.1	hypothetical protein		11470219	Ecym_4703	1821	1821	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1374853	1376673	+	XP_003646540.1		XM_003646492.1	hypothetical protein		11470219	Ecym_4703	1821	606	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1377401	1379635	-						11470220	Ecym_4704	2235		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1377401	1379635	-	XM_003646493.1		XP_003646541.1	hypothetical protein		11470220	Ecym_4704	2235	2235	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1377401	1379635	-	XP_003646541.1		XM_003646493.1	hypothetical protein		11470220	Ecym_4704	2235	744	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1380408	1382237	-						11472870	Ecym_4705	1830		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1380408	1382237	-	XM_003646494.1		XP_003646542.1	hypothetical protein		11472870	Ecym_4705	1830	1830	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1380408	1382237	-	XP_003646542.1		XM_003646494.1	hypothetical protein		11472870	Ecym_4705	1830	609	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1383479	1383751	+						11472871	Ecym_4706	273		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1383479	1383751	+	XM_003646495.1		XP_003646543.1	hypothetical protein		11472871	Ecym_4706	273	273	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1383479	1383751	+	XP_003646543.1		XM_003646495.1	hypothetical protein		11472871	Ecym_4706	273	90	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1383949	1385625	-						11470221	Ecym_4707	1677		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1383949	1385625	-	XM_003646496.1		XP_003646544.1	hypothetical protein		11470221	Ecym_4707	1677	1677	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1383949	1385625	-	XP_003646544.1		XM_003646496.1	hypothetical protein		11470221	Ecym_4707	1677	558	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1386138	1387850	+						11471660	Ecym_4708	1713		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1386138	1387850	+	XM_003646497.1		XP_003646545.1	hypothetical protein		11471660	Ecym_4708	1713	1713	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1386138	1387850	+	XP_003646545.1		XM_003646497.1	hypothetical protein		11471660	Ecym_4708	1713	570	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1388688	1390124	+						11470222	Ecym_4709	1437		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1388688	1390124	+	XM_003646498.1		XP_003646546.1	hypothetical protein		11470222	Ecym_4709	1437	1437	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1388688	1390124	+	XP_003646546.1		XM_003646498.1	hypothetical protein		11470222	Ecym_4709	1437	478	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1391055	1392254	+						11470223	Ecym_4710	1200		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1391055	1392254	+	XM_003646499.1		XP_003646547.1	hypothetical protein		11470223	Ecym_4710	1200	1200	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1391055	1392254	+	XP_003646547.1		XM_003646499.1	hypothetical protein		11470223	Ecym_4710	1200	399	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1392719	1393519	-						11470224	Ecym_4711	801		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1392719	1393519	-	XM_003646500.1		XP_003646548.1	hypothetical protein		11470224	Ecym_4711	801	801	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1392719	1393519	-	XP_003646548.1		XM_003646500.1	hypothetical protein		11470224	Ecym_4711	801	266	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1393939	1394370	+						11470225	Ecym_4712	432		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1393939	1394370	+	XM_003646501.1		XP_003646549.1	hypothetical protein		11470225	Ecym_4712	432	432	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1393939	1394370	+	XP_003646549.1		XM_003646501.1	hypothetical protein		11470225	Ecym_4712	432	143	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1394882	1401346	-						11472872	Ecym_4713	6465		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1394882	1401346	-	XM_003646502.1		XP_003646550.1	hypothetical protein		11472872	Ecym_4713	6465	6465	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1394882	1401346	-	XP_003646550.1		XM_003646502.1	hypothetical protein		11472872	Ecym_4713	6465	2154	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1403004	1403531	-						11471661	Ecym_4714	528		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1403004	1403531	-	XM_003646503.1		XP_003646551.1	hypothetical protein		11471661	Ecym_4714	528	528	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1403004	1403531	-	XP_003646551.1		XM_003646503.1	hypothetical protein		11471661	Ecym_4714	528	175	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1403963	1405057	-						11470226	Ecym_4715	1095		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1403963	1405057	-	XM_003646504.1		XP_003646552.1	hypothetical protein		11470226	Ecym_4715	1095	1095	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1403963	1405057	-	XP_003646552.1		XM_003646504.1	hypothetical protein		11470226	Ecym_4715	1095	364	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1405721	1407079	-						11470227	Ecym_4716	1359		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1405721	1407079	-	XM_003646505.1		XP_003646553.1	hypothetical protein		11470227	Ecym_4716	1359	1359	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1405721	1407079	-	XP_003646553.1		XM_003646505.1	hypothetical protein		11470227	Ecym_4716	1359	452	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1407391	1409202	+						11472873	Ecym_4717	1812		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1407391	1409202	+	XM_003646506.1		XP_003646554.1	hypothetical protein		11472873	Ecym_4717	1812	1812	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1407391	1409202	+	XP_003646554.1		XM_003646506.1	hypothetical protein		11472873	Ecym_4717	1812	603	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1409394	1409945	-						11470228	Ecym_4718	552		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1409394	1409945	-	XM_003646507.1		XP_003646555.1	hypothetical protein		11470228	Ecym_4718	552	552	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1409394	1409945	-	XP_003646555.1		XM_003646507.1	hypothetical protein		11470228	Ecym_4718	552	183	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1410528	1412069	+						11472874	Ecym_4719	1542		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1410528	1412069	+	XM_003646508.1		XP_003646556.1	hypothetical protein		11472874	Ecym_4719	1542	1542	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1410528	1412069	+	XP_003646556.1		XM_003646508.1	hypothetical protein		11472874	Ecym_4719	1542	513	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1412286	1413135	-						11472875	Ecym_4720	850		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1412286	1413135	-	XM_003646509.1		XP_003646557.1	hypothetical protein		11472875	Ecym_4720	786	786	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1412286	1413135	-	XP_003646557.1		XM_003646509.1	hypothetical protein		11472875	Ecym_4720	786	261	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1413362	1413685	+						11471662	Ecym_4721	324		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1413362	1413685	+	XM_003646510.1		XP_003646558.1	hypothetical protein		11471662	Ecym_4721	324	324	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1413362	1413685	+	XP_003646558.1		XM_003646510.1	hypothetical protein		11471662	Ecym_4721	324	107	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1413860	1414621	-						11470229	Ecym_4722	762		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1413860	1414621	-	XM_003646511.1		XP_003646559.1	hypothetical protein		11470229	Ecym_4722	762	762	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1413860	1414621	-	XP_003646559.1		XM_003646511.1	hypothetical protein		11470229	Ecym_4722	762	253	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1415078	1416223	+						11470230	Ecym_4723	1146		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1415078	1416223	+	XM_003646512.1		XP_003646560.1	hypothetical protein		11470230	Ecym_4723	1146	1146	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1415078	1416223	+	XP_003646560.1		XM_003646512.1	hypothetical protein		11470230	Ecym_4723	1146	381	
gene	other	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1416446	1418878	-						11470231	Ecym_4724	2433		partial
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1419236	1419940	-						11472876	Ecym_4725	705		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1419236	1419940	-	XM_003646513.1		XP_003646561.1	hypothetical protein		11472876	Ecym_4725	705	705	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1419236	1419940	-	XP_003646561.1		XM_003646513.1	hypothetical protein		11472876	Ecym_4725	705	234	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1420080	1420655	+						11470232	Ecym_4726	576		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1420080	1420655	+	XM_003646514.1		XP_003646562.1	hypothetical protein		11470232	Ecym_4726	576	576	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1420080	1420655	+	XP_003646562.1		XM_003646514.1	hypothetical protein		11470232	Ecym_4726	576	191	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1420885	1422174	-						11471663	Ecym_4727	1290		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1420885	1422174	-	XM_003646515.1		XP_003646563.1	hypothetical protein		11471663	Ecym_4727	1290	1290	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1420885	1422174	-	XP_003646563.1		XM_003646515.1	hypothetical protein		11471663	Ecym_4727	1290	429	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	4	NC_016452.1	1422697	1423047	+						11471664	Ecym_4728	351		partial
