# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1103463	1105025	+	XM_003869478.1		XP_003869527.1	Orc5 protein		14540318	CORT_0D05530	1563	1563	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1103463	1105025	+	XP_003869527.1		XM_003869478.1	Orc5 protein		14540318	CORT_0D05530	1563	520	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1105091	1106413	-						14540319	CORT_0D05540	1323		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1105091	1106413	-	XM_003869479.1		XP_003869528.1	Lin1 protein		14540319	CORT_0D05540	1323	1323	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1105091	1106413	-	XP_003869528.1		XM_003869479.1	Lin1 protein		14540319	CORT_0D05540	1323	440	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1106470	1106937	+						14540320	CORT_0D05550	468		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1106470	1106937	+	XM_003869480.1		XP_003869529.1	hypothetical protein		14540320	CORT_0D05550	468	468	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1106470	1106937	+	XP_003869529.1		XM_003869480.1	hypothetical protein		14540320	CORT_0D05550	468	155	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1108567	1112916	+						14540321	CORT_0D05560	4350		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1108567	1112916	+	XM_003869481.1		XP_003869530.1	hypothetical protein		14540321	CORT_0D05560	4350	4350	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1108567	1112916	+	XP_003869530.1		XM_003869481.1	hypothetical protein		14540321	CORT_0D05560	4350	1449	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1114186	1117278	+						14540322	CORT_0D05570	3093		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1114186	1117278	+	XM_003869482.1		XP_003869531.1	hypothetical protein		14540322	CORT_0D05570	3093	3093	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1114186	1117278	+	XP_003869531.1		XM_003869482.1	hypothetical protein		14540322	CORT_0D05570	3093	1030	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1117710	1117925	+						14540323	CORT_0D05580	216		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1117710	1117925	+	XM_003869483.1		XP_003869532.1	Atx1 cytosolic copper metallochaperone		14540323	CORT_0D05580	216	216	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1117710	1117925	+	XP_003869532.1		XM_003869483.1	Atx1 cytosolic copper metallochaperone		14540323	CORT_0D05580	216	71	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1118023	1119966	-						14540324	CORT_0D05590	1944		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1118023	1119966	-	XM_003869484.1		XP_003869533.1	Dsl1 protein		14540324	CORT_0D05590	1944	1944	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1118023	1119966	-	XP_003869533.1		XM_003869484.1	Dsl1 protein		14540324	CORT_0D05590	1944	647	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1121363	1122382	-						14540325	CORT_0D05600	1020		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1121363	1122382	-	XM_003869485.1		XP_003869534.1	hypothetical protein		14540325	CORT_0D05600	1020	1020	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1121363	1122382	-	XP_003869534.1		XM_003869485.1	hypothetical protein		14540325	CORT_0D05600	1020	339	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1122638	1123420	-						14540326	CORT_0D05610	783		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1122638	1123420	-	XM_003869486.1		XP_003869535.1	hypothetical protein		14540326	CORT_0D05610	783	783	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1122638	1123420	-	XP_003869535.1		XM_003869486.1	hypothetical protein		14540326	CORT_0D05610	783	260	
gene	tRNA	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1123686	1123782	-						14540327	CORT_0_Pro(TGG)_62	97		
tRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1123686	1123782	-						14540327	CORT_0_Pro(TGG)_62	97		
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1124592	1125419	+						14540190	CORT_0D05620	828		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1124592	1125419	+	XM_003869487.1		XP_003869536.1	Eci1 protein		14540190	CORT_0D05620	828	828	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1124592	1125419	+	XP_003869536.1		XM_003869487.1	Eci1 protein		14540190	CORT_0D05620	828	275	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1125826	1128210	+						14540328	CORT_0D05630	2385		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1125826	1128210	+	XM_003869488.1		XP_003869537.1	Npr3 protein		14540328	CORT_0D05630	2385	2385	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1125826	1128210	+	XP_003869537.1		XM_003869488.1	Npr3 protein		14540328	CORT_0D05630	2385	794	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1128559	1129284	-						14540329	CORT_0D05640	726		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1128559	1129284	-	XM_003869489.1		XP_003869538.1	hypothetical protein		14540329	CORT_0D05640	726	726	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1128559	1129284	-	XP_003869538.1		XM_003869489.1	hypothetical protein		14540329	CORT_0D05640	726	241	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1130507	1132297	-						14540330	CORT_0D05660	1791		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1130507	1132297	-	XM_003869490.1		XP_003869539.1	Lcb1 protein		14540330	CORT_0D05660	1791	1791	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1130507	1132297	-	XP_003869539.1		XM_003869490.1	Lcb1 protein		14540330	CORT_0D05660	1791	596	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1132879	1135215	-						14540331	CORT_0D05670	2337		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1132879	1135215	-	XM_003869491.1		XP_003869540.1	Asi1 protein		14540331	CORT_0D05670	2337	2337	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1132879	1135215	-	XP_003869540.1		XM_003869491.1	Asi1 protein		14540331	CORT_0D05670	2337	778	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1136007	1143248	+						14540332	CORT_0D05680	7242		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1136007	1143248	+	XM_003869492.1		XP_003869541.1	Prp8 protein		14540332	CORT_0D05680	7242	7242	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1136007	1143248	+	XP_003869541.1		XM_003869492.1	Prp8 protein		14540332	CORT_0D05680	7242	2413	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1143276	1144085	-						14540333	CORT_0D05690	810		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1143276	1144085	-	XM_003869493.1		XP_003869542.1	hypothetical protein		14540333	CORT_0D05690	810	810	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1143276	1144085	-	XP_003869542.1		XM_003869493.1	hypothetical protein		14540333	CORT_0D05690	810	269	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1144401	1146203	-						14540334	CORT_0D05700	1803		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1144401	1146203	-	XM_003869494.1		XP_003869543.1	Cdc23 protein		14540334	CORT_0D05700	1803	1803	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1144401	1146203	-	XP_003869543.1		XM_003869494.1	Cdc23 protein		14540334	CORT_0D05700	1803	600	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1146284	1147408	+						14540335	CORT_0D05710	1125		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1146284	1147408	+	XM_003869495.1		XP_003869544.1	hypothetical protein		14540335	CORT_0D05710	1125	1125	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1146284	1147408	+	XP_003869544.1		XM_003869495.1	hypothetical protein		14540335	CORT_0D05710	1125	374	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1147475	1147885	-						14540336	CORT_0D05720	411		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1147475	1147885	-	XM_003869496.1		XP_003869545.1	mitochondrial membrane protein		14540336	CORT_0D05720	411	411	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1147475	1147885	-	XP_003869545.1		XM_003869496.1	mitochondrial membrane protein		14540336	CORT_0D05720	411	136	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1148207	1152745	-						14540337	CORT_0D05730	4539		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1148207	1152745	-	XM_003869497.1		XP_003869546.1	ABC transporter		14540337	CORT_0D05730	4539	4539	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1148207	1152745	-	XP_003869546.1		XM_003869497.1	ABC transporter		14540337	CORT_0D05730	4539	1512	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1153680	1154039	-						14540338	CORT_0D05740	360		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1153680	1154039	-	XM_003869498.1		XP_003869547.1	Rps20 ribosomal protein		14540338	CORT_0D05740	360	360	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1153680	1154039	-	XP_003869547.1		XM_003869498.1	Rps20 ribosomal protein		14540338	CORT_0D05740	360	119	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1154985	1155860	-						14540339	CORT_0D05750	876		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1154985	1155860	-	XM_003869499.1		XP_003869548.1	Atp10 protein		14540339	CORT_0D05750	876	876	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1154985	1155860	-	XP_003869548.1		XM_003869499.1	Atp10 protein		14540339	CORT_0D05750	876	291	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1156040	1158892	+						14540340	CORT_0D05760	2853		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1156040	1158892	+	XM_003869500.1		XP_003869549.1	hypothetical protein		14540340	CORT_0D05760	2853	2853	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1156040	1158892	+	XP_003869549.1		XM_003869500.1	hypothetical protein		14540340	CORT_0D05760	2853	950	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1158929	1160155	-						14540341	CORT_0D05770	1227		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1158929	1160155	-	XM_003869501.1		XP_003869550.1	hypothetical protein		14540341	CORT_0D05770	1227	1227	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1158929	1160155	-	XP_003869550.1		XM_003869501.1	hypothetical protein		14540341	CORT_0D05770	1227	408	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1160301	1161599	+						14540342	CORT_0D05780	1299		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1160301	1161599	+	XM_003869502.1		XP_003869551.1	Rio2 serine kinase		14540342	CORT_0D05780	1299	1299	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1160301	1161599	+	XP_003869551.1		XM_003869502.1	Rio2 serine kinase		14540342	CORT_0D05780	1299	432	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1161719	1163560	-						14540343	CORT_0D05790	1842		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1161719	1163560	-	XM_003869503.1		XP_003869552.1	Ssb1 heat shock protein		14540343	CORT_0D05790	1842	1842	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1161719	1163560	-	XP_003869552.1		XM_003869503.1	Ssb1 heat shock protein		14540343	CORT_0D05790	1842	613	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1163966	1164883	-						14540344	CORT_0D05800	918		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1163966	1164883	-	XM_003869504.1		XP_003869553.1	hypothetical protein		14540344	CORT_0D05800	918	918	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1163966	1164883	-	XP_003869553.1		XM_003869504.1	hypothetical protein		14540344	CORT_0D05800	918	305	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1165033	1166139	-						14540345	CORT_0D05810	1107		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1165033	1166139	-	XM_003869505.1		XP_003869554.1	Ptp1 protein		14540345	CORT_0D05810	1107	1107	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1165033	1166139	-	XP_003869554.1		XM_003869505.1	Ptp1 protein		14540345	CORT_0D05810	1107	368	
gene	tRNA	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1167450	1167523	+						14540346	CORT_0_Lys(TTT)_63	74		
tRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1167450	1167523	+						14540346	CORT_0_Lys(TTT)_63	74		
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1168798	1171164	+						14540185	CORT_0D05820	2367		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1168798	1171164	+	XM_003869506.1		XP_003869555.1	Aco1 aconitase		14540185	CORT_0D05820	2367	2367	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1168798	1171164	+	XP_003869555.1		XM_003869506.1	Aco1 aconitase		14540185	CORT_0D05820	2367	788	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1171547	1171920	-						14540347	CORT_0D05830	374		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1171547	1171920	-	XM_003869507.1		XP_003869556.1	hypothetical protein		14540347	CORT_0D05830	291	291	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1171547	1171920	-	XP_003869556.1		XM_003869507.1	hypothetical protein		14540347	CORT_0D05830	291	96	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1173350	1175689	-						14540348	CORT_0D05840	2340		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1173350	1175689	-	XM_003869508.1		XP_003869557.1	Ssy5 protein		14540348	CORT_0D05840	2340	2340	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1173350	1175689	-	XP_003869557.1		XM_003869508.1	Ssy5 protein		14540348	CORT_0D05840	2340	779	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1176221	1177588	+						14540349	CORT_0D05850	1368		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1176221	1177588	+	XM_003869509.1		XP_003869558.1	Fbp26 protein		14540349	CORT_0D05850	1368	1368	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1176221	1177588	+	XP_003869558.1		XM_003869509.1	Fbp26 protein		14540349	CORT_0D05850	1368	455	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1177709	1178185	-						14540350	CORT_0D05860	477		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1177709	1178185	-	XM_003869510.1		XP_003869559.1	Ubc9 protein		14540350	CORT_0D05860	477	477	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1177709	1178185	-	XP_003869559.1		XM_003869510.1	Ubc9 protein		14540350	CORT_0D05860	477	158	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1178427	1182158	+						14540351	CORT_0D05870	3732		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1178427	1182158	+	XM_003869511.1		XP_003869560.1	Ski2 protein		14540351	CORT_0D05870	3732	3732	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1178427	1182158	+	XP_003869560.1		XM_003869511.1	Ski2 protein		14540351	CORT_0D05870	3732	1243	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1182184	1183092	-						14540472	CORT_0D05880	909		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1182184	1183092	-	XM_003869512.1		XP_003869561.1	hypothetical protein		14540472	CORT_0D05880	909	909	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1182184	1183092	-	XP_003869561.1		XM_003869512.1	hypothetical protein		14540472	CORT_0D05880	909	302	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1183165	1185435	+						14540473	CORT_0D05890	2271		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1183165	1185435	+	XM_003869513.1		XP_003869562.1	Afg2 protein		14540473	CORT_0D05890	2271	2271	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1183165	1185435	+	XP_003869562.1		XM_003869513.1	Afg2 protein		14540473	CORT_0D05890	2271	756	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1185467	1186585	-						14540474	CORT_0D05900	1119		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1185467	1186585	-	XM_003869514.1		XP_003869563.1	Pex19 protein		14540474	CORT_0D05900	1119	1119	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1185467	1186585	-	XP_003869563.1		XM_003869514.1	Pex19 protein		14540474	CORT_0D05900	1119	372	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1187004	1188785	-						14540475	CORT_0D05910	1782		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1187004	1188785	-	XM_003869515.1		XP_003869564.1	Ptc5 protein phosphatase		14540475	CORT_0D05910	1782	1782	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1187004	1188785	-	XP_003869564.1		XM_003869515.1	Ptc5 protein phosphatase		14540475	CORT_0D05910	1782	593	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1190132	1190953	+						14540476	CORT_0D05920	822		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1190132	1190953	+	XM_003869516.1		XP_003869565.1	hypothetical protein		14540476	CORT_0D05920	822	822	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1190132	1190953	+	XP_003869565.1		XM_003869516.1	hypothetical protein		14540476	CORT_0D05920	822	273	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1191376	1193214	+						14540477	CORT_0D05930	1839		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1191376	1193214	+	XM_003869517.1		XP_003869566.1	Ydl063c protein		14540477	CORT_0D05930	1839	1839	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1191376	1193214	+	XP_003869566.1		XM_003869517.1	Ydl063c protein		14540477	CORT_0D05930	1839	612	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1193845	1194702	-						14540478	CORT_0D05940	858		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1193845	1194702	-	XM_003869518.1		XP_003869567.1	hypothetical protein		14540478	CORT_0D05940	858	858	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1193845	1194702	-	XP_003869567.1		XM_003869518.1	hypothetical protein		14540478	CORT_0D05940	858	285	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1195232	1196713	-						14540479	CORT_0D05950	1482		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1195232	1196713	-	XM_003869519.1		XP_003869568.1	Fum11 fumarate hydratase		14540479	CORT_0D05950	1482	1482	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1195232	1196713	-	XP_003869568.1		XM_003869519.1	Fum11 fumarate hydratase		14540479	CORT_0D05950	1482	493	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1196918	1197481	-						14540480	CORT_0D05960	564		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1196918	1197481	-	XM_003869520.1		XP_003869569.1	Mim1 protein		14540480	CORT_0D05960	564	564	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1196918	1197481	-	XP_003869569.1		XM_003869520.1	Mim1 protein		14540480	CORT_0D05960	564	187	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1197660	1199570	-						14540481	CORT_0D05970	1911		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1197660	1199570	-	XM_003869521.1		XP_003869570.1	hypothetical protein		14540481	CORT_0D05970	1911	1911	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1197660	1199570	-	XP_003869570.1		XM_003869521.1	hypothetical protein		14540481	CORT_0D05970	1911	636	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1200598	1201326	+						14540482	CORT_0D05980	729		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1200598	1201326	+	XM_003869522.1		XP_003869571.1	Tpm2 tropomyosin isoform 2		14540482	CORT_0D05980	486	486	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1200598	1201326	+	XP_003869571.1		XM_003869522.1	Tpm2 tropomyosin isoform 2		14540482	CORT_0D05980	486	161	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1202073	1203584	+						14540483	CORT_0D06000	1512		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1202073	1203584	+	XM_003869523.1		XP_003869572.1	hypothetical protein		14540483	CORT_0D06000	1512	1512	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1202073	1203584	+	XP_003869572.1		XM_003869523.1	hypothetical protein		14540483	CORT_0D06000	1512	503	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1204258	1204428	-						14540484	CORT_0D06010	171		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1204258	1204428	-	XM_003869524.1		XP_003869573.1	hypothetical protein		14540484	CORT_0D06010	171	171	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1204258	1204428	-	XP_003869573.1		XM_003869524.1	hypothetical protein		14540484	CORT_0D06010	171	56	
gene	pseudogene	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1204340	1204441	-						14540485	CORT_0D06020	102		pseudo
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1205115	1207430	+						14540486	CORT_0D06030	2316		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1205115	1207430	+	XM_003869525.1		XP_003869574.1	Tsr1 component of 20S pre-rRNA processing unit		14540486	CORT_0D06030	2316	2316	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1205115	1207430	+	XP_003869574.1		XM_003869525.1	Tsr1 component of 20S pre-rRNA processing unit		14540486	CORT_0D06030	2316	771	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1207656	1208597	-						14540487	CORT_0D06040	942		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1207656	1208597	-	XM_003869526.1		XP_003869575.1	Pga13 adhesin-like GPI-anchored protein		14540487	CORT_0D06040	942	942	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1207656	1208597	-	XP_003869575.1		XM_003869526.1	Pga13 adhesin-like GPI-anchored protein		14540487	CORT_0D06040	942	313	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1211773	1213200	+						14540488	CORT_0D06050	1428		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1211773	1213200	+	XM_003869527.1		XP_003869576.1	Emp46 protein		14540488	CORT_0D06050	1428	1428	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1211773	1213200	+	XP_003869576.1		XM_003869527.1	Emp46 protein		14540488	CORT_0D06050	1428	475	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1213251	1215803	-						14540489	CORT_0D06060	2553		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1213251	1215803	-	XM_003869528.1		XP_003869577.1	Rgd2 protein		14540489	CORT_0D06060	2553	2553	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	4	NC_018297.1	1213251	1215803	-	XP_003869577.1		XM_003869528.1	Rgd2 protein		14540489	CORT_0D06060	2553	850	
