# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	408506	409798	-	XM_002419068.1		XP_002419113.1	alpha-1,2-mannosyltransferase, putative	KRE2	8047055	CD36_81700	1293	1293	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	408506	409798	-	XP_002419113.1		XM_002419068.1	alpha-1,2-mannosyltransferase, putative	KRE2	8047055	CD36_81700	1293	430	
gene	pseudogene	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	412071	413733	+						8046609	CD36_81710	1663		pseudo
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	413916	415292	-						8047056	CD36_81720	1377		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	413916	415292	-	XM_002419069.1		XP_002419114.1	alpha-1,2-mannosyltransferase, putative		8047056	CD36_81720	1377	1377	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	413916	415292	-	XP_002419114.1		XM_002419069.1	alpha-1,2-mannosyltransferase, putative		8047056	CD36_81720	1377	458	
gene	tRNA	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	416623	416696	-					tRNA-Val (AAC)	8047057	CD36_tRNA_0044	74		
tRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	416623	416696	-				tRNA-Val	tRNA-Val (AAC)	8047057	CD36_tRNA_0044	74		anticodon=AAC
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	417603	418637	+						8046642	CD36_81730	1035		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	417603	418637	+	XM_002419070.1		XP_002419115.1	mitochondrial 37S ribosomal protein MRP1		8046642	CD36_81730	1035	1035	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	417603	418637	+	XP_002419115.1		XM_002419070.1	mitochondrial 37S ribosomal protein MRP1		8046642	CD36_81730	1035	344	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	418908	420479	-						8047058	CD36_81740	1572		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	418908	420479	-	XM_002419071.1		XP_002419116.1	ATP-dependent RNA helicase, putative		8047058	CD36_81740	1572	1572	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	418908	420479	-	XP_002419116.1		XM_002419071.1	ATP-dependent RNA helicase, putative		8047058	CD36_81740	1572	523	
gene	tRNA	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	420655	420729	-					tRNA-Lys (TTT)	8047059	CD36_tRNA_0045	75		
tRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	420655	420729	-				tRNA-Lys	tRNA-Lys (TTT)	8047059	CD36_tRNA_0045	75		anticodon=TTT
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	421145	422896	+						8046639	CD36_81750	1752		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	421145	422896	+	XM_002419072.1		XP_002419117.1	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase, putative		8046639	CD36_81750	1752	1752	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	421145	422896	+	XP_002419117.1		XM_002419072.1	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase, putative		8046639	CD36_81750	1752	583	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	423238	425097	-						8047060	CD36_81760	1860		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	423238	425097	-	XM_002419073.1		XP_002419118.1	uncharacterized protein ydr348c homologue, putative		8047060	CD36_81760	1302	1302	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	423238	425097	-	XP_002419118.1		XM_002419073.1	uncharacterized protein ydr348c homologue, putative		8047060	CD36_81760	1302	433	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	426790	428487	-						8047061	CD36_81770	1698		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	426790	428487	-	XM_002419074.1		XP_002419119.1	phosphatidyl inositol 3-phosphate binding protein, putative		8047061	CD36_81770	1698	1698	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	426790	428487	-	XP_002419119.1		XM_002419074.1	phosphatidyl inositol 3-phosphate binding protein, putative		8047061	CD36_81770	1698	565	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	430868	431035	-					PMP3	8047062	CD36_81780	168		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	430868	431035	-	XM_002419075.1		XP_002419120.1	plasma membrane proteolipid, putative	PMP3	8047062	CD36_81780	168	168	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	430868	431035	-	XP_002419120.1		XM_002419075.1	plasma membrane proteolipid, putative	PMP3	8047062	CD36_81780	168	55	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	433342	435666	+					POX2	8046617	CD36_81790	2325		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	433342	435666	+	XM_002419076.1		XP_002419121.1	acyl-coenzyme A oxidase 2, putative	POX2	8046617	CD36_81790	2325	2325	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	433342	435666	+	XP_002419121.1		XM_002419076.1	acyl-coenzyme A oxidase 2, putative	POX2	8046617	CD36_81790	2325	774	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	435846	436433	-						8046619	CD36_81800	588		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	435846	436433	-	XM_002419077.1		XP_002419122.1	uncharacterized membrane protein yhr140w homologue, putative		8046619	CD36_81800	588	588	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	435846	436433	-	XP_002419122.1		XM_002419077.1	uncharacterized membrane protein yhr140w homologue, putative		8046619	CD36_81800	588	195	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	436758	437132	-						8047063	CD36_81810	375		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	436758	437132	-	XM_002419078.1		XP_002419123.1	conserved hypothetical protein		8047063	CD36_81810	375	375	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	436758	437132	-	XP_002419123.1		XM_002419078.1	conserved hypothetical protein		8047063	CD36_81810	375	124	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	437429	438541	+						8047064	CD36_81820	1113		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	437429	438541	+	XM_002419079.1		XP_002419124.1	putative retrotransposon protein		8047064	CD36_81820	1113	1113	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	437429	438541	+	XP_002419124.1		XM_002419079.1	putative retrotransposon protein		8047064	CD36_81820	1113	370	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	438566	441937	+						8047065	CD36_81830	3372		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	438566	441937	+	XM_002419080.1		XP_002419125.1	retrotransposon tca4 polyprotein, putative		8047065	CD36_81830	3372	3372	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	438566	441937	+	XP_002419125.1		XM_002419080.1	retrotransposon tca4 polyprotein, putative		8047065	CD36_81830	3372	1123	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	441907	443136	+						8047066	CD36_81840	1230		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	441907	443136	+	XM_002419081.1		XP_002419126.1	retrotransposon tca2 polyprotein, putative		8047066	CD36_81840	1230	1230	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	441907	443136	+	XP_002419126.1		XM_002419081.1	retrotransposon tca2 polyprotein, putative		8047066	CD36_81840	1230	409	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	443415	443708	-						8047067	CD36_81850	294		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	443415	443708	-	XM_002419082.1		XP_002419127.1	conserved hypothetical protein		8047067	CD36_81850	294	294	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	443415	443708	-	XP_002419127.1		XM_002419082.1	conserved hypothetical protein		8047067	CD36_81850	294	97	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	444553	446354	+						8047068	CD36_81860	1802		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	444553	446354	+	XM_022379230.1		XP_022234922.1	dipeptidyl aminopeptidase, putative		8047068	CD36_81860	1803	1803	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	444553	446354	+	XP_022234922.1		XM_022379230.1	dipeptidyl aminopeptidase, putative		8047068	CD36_81860	1803	600	
gene	pseudogene	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	450150	451237	-						8047069	CD36_81870	1088		pseudo
gene	pseudogene	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	456659	457170	+						8047070	CD36_81880	512		pseudo
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	463428	464528	-						8047071	CD36_81890	1101		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	463428	464528	-	XM_002419084.1		XP_002419129.1	retrotransposon tca3 polyprotein, putative		8047071	CD36_81890	1101	1101	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	463428	464528	-	XP_002419129.1		XM_002419084.1	retrotransposon tca3 polyprotein, putative		8047071	CD36_81890	1101	366	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	464716	466128	-						8047072	CD36_81900	1413		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	464716	466128	-	XM_002419085.1		XP_002419130.1	retrotransposon tca3 polyprotein, putative		8047072	CD36_81900	1413	1413	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	464716	466128	-	XP_002419130.1		XM_002419085.1	retrotransposon tca3 polyprotein, putative		8047072	CD36_81900	1413	470	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	467041	467676	-						8047073	CD36_81910	636		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	467041	467676	-	XM_002419086.1		XP_002419131.1	retrotransposon tca3 polyprotein, putative		8047073	CD36_81910	636	636	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	467041	467676	-	XP_002419131.1		XM_002419086.1	retrotransposon tca3 polyprotein, putative		8047073	CD36_81910	636	211	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	467788	468162	-						8047074	CD36_81920	375		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	467788	468162	-	XM_002419087.1		XP_002419132.1	retrotransposon tca3 polyprotein, putative		8047074	CD36_81920	375	375	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	467788	468162	-	XP_002419132.1		XM_002419087.1	retrotransposon tca3 polyprotein, putative		8047074	CD36_81920	375	124	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	468098	468556	-						8047075	CD36_81930	459		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	468098	468556	-	XM_002419088.1		XP_002419133.1	retrotransposon tca3 polyprotein, putative		8047075	CD36_81930	459	459	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	468098	468556	-	XP_002419133.1		XM_002419088.1	retrotransposon tca3 polyprotein, putative		8047075	CD36_81930	459	152	
gene	pseudogene	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	470539	471084	-						8047076	CD36_81940	546		pseudo
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	472123	474252	-					POX1	8047077	CD36_81950	2130		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	472123	474252	-	XM_002419089.1		XP_002419134.1	fatty-acyl coenzyme A oxidase, putative	POX1	8047077	CD36_81950	2130	2130	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	472123	474252	-	XP_002419134.1		XM_002419089.1	fatty-acyl coenzyme A oxidase, putative	POX1	8047077	CD36_81950	2130	709	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	476368	476922	-						8046618	CD36_81960	555		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	476368	476922	-	XM_002419090.1		XP_002419135.1	conserved hypothetical protein		8046618	CD36_81960	555	555	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	476368	476922	-	XP_002419135.1		XM_002419090.1	conserved hypothetical protein		8046618	CD36_81960	555	184	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	478293	478463	-						8047078	CD36_81970	171		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	478293	478463	-	XM_002419091.1		XP_002419136.1	mitochondrial import receptor subunit, putative		8047078	CD36_81970	171	171	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	478293	478463	-	XP_002419136.1		XM_002419091.1	mitochondrial import receptor subunit, putative		8047078	CD36_81970	171	56	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	478706	479950	+						8047079	CD36_81980	1245		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	478706	479950	+	XM_002419092.1		XP_002419137.1	GTPase activating protein, putative		8047079	CD36_81980	1245	1245	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	478706	479950	+	XP_002419137.1		XM_002419092.1	GTPase activating protein, putative		8047079	CD36_81980	1245	414	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	480170	484093	+						8047080	CD36_81990	3924		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	480170	484093	+	XM_002419093.1		XP_002419138.1	DNA repair protein Rad50 homologue, putative		8047080	CD36_81990	3924	3924	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	480170	484093	+	XP_002419138.1		XM_002419093.1	DNA repair protein Rad50 homologue, putative		8047080	CD36_81990	3924	1307	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	484117	484791	-					MUM3	8047245	CD36_82000	675		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	484117	484791	-	XM_002419094.1		XP_002419139.1	protein mum3 (muddled meiosis protein 3) homologue, putative	MUM3	8047245	CD36_82000	675	675	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	484117	484791	-	XP_002419139.1		XM_002419094.1	protein mum3 (muddled meiosis protein 3) homologue, putative	MUM3	8047245	CD36_82000	675	224	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	485439	487979	+						8046615	CD36_82010	2541		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	485439	487979	+	XM_002419095.1		XP_002419140.1	multiple RNA-binding domain-containing protein, putative		8046615	CD36_82010	2541	2541	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	485439	487979	+	XP_002419140.1		XM_002419095.1	multiple RNA-binding domain-containing protein, putative		8046615	CD36_82010	2541	846	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	488175	489158	+						8046571	CD36_82020	984		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	488175	489158	+	XM_002419096.1		XP_002419141.1	serine protease, putative		8046571	CD36_82020	984	984	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	488175	489158	+	XP_002419141.1		XM_002419096.1	serine protease, putative		8046571	CD36_82020	984	327	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	489208	489822	-						8046572	CD36_82030	615		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	489208	489822	-	XM_002419097.1		XP_002419142.1	RNA-binding protein, putative		8046572	CD36_82030	615	615	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	489208	489822	-	XP_002419142.1		XM_002419097.1	RNA-binding protein, putative		8046572	CD36_82030	615	204	
gene	tRNA	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	490099	490195	-					tRNA-Glu (TTC)	8046573	CD36_tRNA_0046	97		
tRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	490099	490195	-				tRNA-Glu	tRNA-Glu (TTC)	8046573	CD36_tRNA_0046	97		anticodon=TTC
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	490741	492012	+						8046636	CD36_82040	1272		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	490741	492012	+	XM_002419098.1		XP_002419143.1	formamidase, putative		8046636	CD36_82040	1272	1272	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	490741	492012	+	XP_002419143.1		XM_002419098.1	formamidase, putative		8046636	CD36_82040	1272	423	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	492060	493226	-						8046574	CD36_82050	1167		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	492060	493226	-	XM_002419099.1		XP_002419144.1	alpha-ketoglutarate-dependent sulfonate dioxygenase, putative		8046574	CD36_82050	1167	1167	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	492060	493226	-	XP_002419144.1		XM_002419099.1	alpha-ketoglutarate-dependent sulfonate dioxygenase, putative		8046574	CD36_82050	1167	388	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	494005	496587	+						8046575	CD36_82060	2583		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	494005	496587	+	XM_002419100.1		XP_002419145.1	GTPase activating protein, putative		8046575	CD36_82060	2583	2583	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	494005	496587	+	XP_002419145.1		XM_002419100.1	GTPase activating protein, putative		8046575	CD36_82060	2583	860	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	496596	497540	-						8046576	CD36_82070	945		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	496596	497540	-	XM_002419101.1		XP_002419146.1	conserved hypothetical protein		8046576	CD36_82070	945	945	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	496596	497540	-	XP_002419146.1		XM_002419101.1	conserved hypothetical protein		8046576	CD36_82070	945	314	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	498588	499970	+						8046577	CD36_82080	1383		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	498588	499970	+	XM_002419102.1		XP_002419147.1	protein Ste50 homologue, putative		8046577	CD36_82080	1383	1383	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	498588	499970	+	XP_002419147.1		XM_002419102.1	protein Ste50 homologue, putative		8046577	CD36_82080	1383	460	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	500296	500793	+						8046578	CD36_82090	498		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	500296	500793	+	XM_002419103.1		XP_002419148.1	60S ribosomal protein L12		8046578	CD36_82090	498	498	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	500296	500793	+	XP_002419148.1		XM_002419103.1	60S ribosomal protein L12		8046578	CD36_82090	498	165	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	501798	503000	+						8046579	CD36_82100	1203		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	501798	503000	+	XM_002419104.1		XP_002419149.1	acyl-CoA-binding protein (ACBP)/diazepam binding inhibitor (DBI)/endozepine (EP), putative		8046579	CD36_82100	1134	1134	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	501798	503000	+	XP_002419149.1		XM_002419104.1	acyl-CoA-binding protein (ACBP)/diazepam binding inhibitor (DBI)/endozepine (EP), putative		8046579	CD36_82100	1134	377	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	503346	505574	+						8046580	CD36_82110	2229		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	503346	505574	+	XM_002419105.1		XP_002419150.1	U3 small nucleolar RNA-associated protein, putative		8046580	CD36_82110	2229	2229	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	503346	505574	+	XP_002419150.1		XM_002419105.1	U3 small nucleolar RNA-associated protein, putative		8046580	CD36_82110	2229	742	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	505666	506883	-						8046581	CD36_82120	1218		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	505666	506883	-	XM_002419106.1		XP_002419151.1	endo-alpha-1->6-d-mannanase, putative		8046581	CD36_82120	1218	1218	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	505666	506883	-	XP_002419151.1		XM_002419106.1	endo-alpha-1->6-d-mannanase, putative		8046581	CD36_82120	1218	405	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	507478	508608	-					ERG6	8046582	CD36_82130	1131		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	507478	508608	-	XM_002419107.1		XP_002419152.1	delta(24)-sterol c methyltransferase, putative	ERG6	8046582	CD36_82130	1131	1131	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	507478	508608	-	XP_002419152.1		XM_002419107.1	delta(24)-sterol c methyltransferase, putative	ERG6	8046582	CD36_82130	1131	376	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	509528	511754	-					PSP2	8046605	CD36_82140	2227		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	509528	511754	-	XM_002419108.1		XP_002419153.1	Psp2 protein homologue, putative	PSP2	8046605	CD36_82140	2097	2097	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	509528	511754	-	XP_002419153.1		XM_002419108.1	Psp2 protein homologue, putative	PSP2	8046605	CD36_82140	2097	698	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	512613	514259	-						8046620	CD36_82150	1647		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	512613	514259	-	XM_002419109.1		XP_002419154.1	vacuolar aminopeptidase precursor, putative		8046620	CD36_82150	1647	1647	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	512613	514259	-	XP_002419154.1		XM_002419109.1	vacuolar aminopeptidase precursor, putative		8046620	CD36_82150	1647	548	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	514456	515595	-						8046583	CD36_82160	1140		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	514456	515595	-	XM_002419110.1		XP_002419155.1	deoxyhypusine synthase, putative		8046583	CD36_82160	1140	1140	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	514456	515595	-	XP_002419155.1		XM_002419110.1	deoxyhypusine synthase, putative		8046583	CD36_82160	1140	379	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	516058	516480	-						8046584	CD36_82170	423		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	516058	516480	-	XM_002419111.1		XP_002419156.1	NADH-ubiquinone oxidoreductase subunit, putative		8046584	CD36_82170	423	423	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	516058	516480	-	XP_002419156.1		XM_002419111.1	NADH-ubiquinone oxidoreductase subunit, putative		8046584	CD36_82170	423	140	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	517015	519486	-						8046585	CD36_82180	2472		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	517015	519486	-	XM_002419112.1		XP_002419157.1	N-terminal acetyltransferase C complex subunit, putative		8046585	CD36_82180	2403	2403	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	517015	519486	-	XP_002419157.1		XM_002419112.1	N-terminal acetyltransferase C complex subunit, putative		8046585	CD36_82180	2403	800	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	521198	522685	+						8046586	CD36_82190	1488		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	521198	522685	+	XM_002419113.1		XP_002419158.1	AP-1-like transcription factor, putative		8046586	CD36_82190	1488	1488	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	521198	522685	+	XP_002419158.1		XM_002419113.1	AP-1-like transcription factor, putative		8046586	CD36_82190	1488	495	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	522930	526655	-						8046587	CD36_82200	3726		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	522930	526655	-	XM_002419114.1		XP_002419159.1	condensin complex subunit, putative		8046587	CD36_82200	3726	3726	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	522930	526655	-	XP_002419159.1		XM_002419114.1	condensin complex subunit, putative		8046587	CD36_82200	3726	1241	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	527033	528523	-						8046588	CD36_82210	1491		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	527033	528523	-	XM_002419115.1		XP_002419160.1	G Protein Alpha subunit, putative		8046588	CD36_82210	1491	1491	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	3	NC_012862.1	527033	528523	-	XP_002419160.1		XM_002419115.1	G Protein Alpha subunit, putative		8046588	CD36_82210	1491	496	
