# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	316245	317396	+	NP_985485.1		NM_210839.1	AFL063Wp		4621715	AGOS_AFL063W	1152	383	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	317424	317647	-						4621716	AGOS_AgSNR10	224		old_locus_tag=AgSNR10
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	317424	317647	-	NR_149358.1			AgSNR10		4621716	AGOS_AgSNR10	224	224	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	318116	318463	+						4621717	AGOS_AFL062W	348		partial;old_locus_tag=AFL062W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	318116	318463	+	NM_210840.1		NP_985486.1	AFL062Wp		4621717	AGOS_AFL062W	348	348	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	318116	318463	+	NP_985486.1		NM_210840.1	AFL062Wp		4621717	AGOS_AFL062W	348	115	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	318880	320529	-						4621718	AGOS_AFL061C	1650		partial;old_locus_tag=AFL061C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	318880	320529	-	NM_210841.2		NP_985487.2	AFL061Cp		4621718	AGOS_AFL061C	1650	1650	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	318880	320529	-	NP_985487.2		NM_210841.2	AFL061Cp		4621718	AGOS_AFL061C	1650	549	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	321263	322852	+						4621719	AGOS_AFL060W	1590		partial;old_locus_tag=AFL060W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	321263	322852	+	NM_210842.2		NP_985488.2	AFL060Wp		4621719	AGOS_AFL060W	1590	1590	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	321263	322852	+	NP_985488.2		NM_210842.2	AFL060Wp		4621719	AGOS_AFL060W	1590	529	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	322932	326888	-						4621720	AGOS_AFL059C	3957		partial;old_locus_tag=AFL059C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	322932	326888	-	NM_210843.1		NP_985489.1	AFL059Cp		4621720	AGOS_AFL059C	3957	3957	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	322932	326888	-	NP_985489.1		NM_210843.1	AFL059Cp		4621720	AGOS_AFL059C	3957	1318	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	327354	330044	-						4621721	AGOS_AFL058C	2691		partial;old_locus_tag=AFL058C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	327354	330044	-	NM_210844.1		NP_985490.1	AFL058Cp		4621721	AGOS_AFL058C	2691	2691	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	327354	330044	-	NP_985490.1		NM_210844.1	AFL058Cp		4621721	AGOS_AFL058C	2691	896	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	330294	330536	+						4621722	AGOS_AFL057W	243		partial;old_locus_tag=AFL057W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	330294	330536	+	NM_210845.1		NP_985491.1	AFL057Wp		4621722	AGOS_AFL057W	243	243	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	330294	330536	+	NP_985491.1		NM_210845.1	AFL057Wp		4621722	AGOS_AFL057W	243	80	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	330647	333577	-						4621723	AGOS_AFL056C	2931		partial;old_locus_tag=AFL056C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	330647	333577	-	NM_210846.1		NP_985492.1	AFL056Cp		4621723	AGOS_AFL056C	2931	2931	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	330647	333577	-	NP_985492.1		NM_210846.1	AFL056Cp		4621723	AGOS_AFL056C	2931	976	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	333836	337324	+						4621724	AGOS_AFL055W	3489		partial;old_locus_tag=AFL055W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	333836	337324	+	NM_210847.2		NP_985493.2	AFL055Wp		4621724	AGOS_AFL055W	3489	3489	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	333836	337324	+	NP_985493.2		NM_210847.2	AFL055Wp		4621724	AGOS_AFL055W	3489	1162	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	337610	339664	-						4621725	AGOS_AFL054C	2055		partial;old_locus_tag=AFL054C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	337610	339664	-	NM_210848.2		NP_985494.2	AFL054Cp		4621725	AGOS_AFL054C	2055	2055	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	337610	339664	-	NP_985494.2		NM_210848.2	AFL054Cp		4621725	AGOS_AFL054C	2055	684	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	340067	341812	+						4621726	AGOS_AFL053W	1746		partial;old_locus_tag=AFL053W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	340067	341812	+	NM_210849.2		NP_985495.2	AFL053Wp		4621726	AGOS_AFL053W	1746	1746	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	340067	341812	+	NP_985495.2		NM_210849.2	AFL053Wp		4621726	AGOS_AFL053W	1746	581	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	341883	343238	-						4621727	AGOS_AFL052C	1356		partial;old_locus_tag=AFL052C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	341883	343238	-	NM_210850.1		NP_985496.1	AFL052Cp		4621727	AGOS_AFL052C	1356	1356	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	341883	343238	-	NP_985496.1		NM_210850.1	AFL052Cp		4621727	AGOS_AFL052C	1356	451	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	344000	345607	+						4621728	AGOS_AFL051W	1608		partial;old_locus_tag=AFL051W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	344000	345607	+	NM_210851.1		NP_985497.1	AFL051Wp		4621728	AGOS_AFL051W	1608	1608	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	344000	345607	+	NP_985497.1		NM_210851.1	AFL051Wp		4621728	AGOS_AFL051W	1608	535	
gene	tRNA	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	345945	346016	-						4621729	AGOS_t0132	72		
tRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	345945	346016	-				tRNA-Glu		4621729	AGOS_t0132	72		
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	347055	347711	+						4621730	AGOS_AFL050W	657		partial;old_locus_tag=AFL050W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	347055	347711	+	NM_210852.1		NP_985498.1	AFL050Wp		4621730	AGOS_AFL050W	657	657	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	347055	347711	+	NP_985498.1		NM_210852.1	AFL050Wp		4621730	AGOS_AFL050W	657	218	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	347977	348750	-						4621731	AGOS_AFL049C	774		partial;old_locus_tag=AFL049C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	347977	348750	-	NM_210853.1		NP_985499.1	AFL049Cp		4621731	AGOS_AFL049C	774	774	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	347977	348750	-	NP_985499.1		NM_210853.1	AFL049Cp		4621731	AGOS_AFL049C	774	257	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	350866	352353	+						4621732	AGOS_AFL048W	1488		partial;old_locus_tag=AFL048W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	350866	352353	+	NM_210854.2		NP_985500.2	AFL048Wp		4621732	AGOS_AFL048W	1488	1488	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	350866	352353	+	NP_985500.2		NM_210854.2	AFL048Wp		4621732	AGOS_AFL048W	1488	495	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	353030	354124	+						4621733	AGOS_AFL047W	1095		partial;old_locus_tag=AFL047W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	353030	354124	+	NM_210855.1		NP_985501.1	AFL047Wp		4621733	AGOS_AFL047W	1095	1095	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	353030	354124	+	NP_985501.1		NM_210855.1	AFL047Wp		4621733	AGOS_AFL047W	1095	364	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	354394	356043	+						4621734	AGOS_AFL046W	1650		partial;old_locus_tag=AFL046W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	354394	356043	+	NM_210856.1		NP_985502.1	AFL046Wp		4621734	AGOS_AFL046W	1650	1650	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	354394	356043	+	NP_985502.1		NM_210856.1	AFL046Wp		4621734	AGOS_AFL046W	1650	549	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	356222	357682	-						4621735	AGOS_AFL045C	1461		partial;old_locus_tag=AFL045C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	356222	357682	-	NM_210857.2		NP_985503.1	AFL045Cp		4621735	AGOS_AFL045C	1461	1461	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	356222	357682	-	NP_985503.1		NM_210857.2	AFL045Cp		4621735	AGOS_AFL045C	1461	486	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	358144	359520	+						4621736	AGOS_AFL044W	1377		partial;old_locus_tag=AFL044W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	358144	359520	+	NM_210858.2		NP_985504.2	AFL044Wp		4621736	AGOS_AFL044W	1377	1377	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	358144	359520	+	NP_985504.2		NM_210858.2	AFL044Wp		4621736	AGOS_AFL044W	1377	458	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	359619	360383	-						4621737	AGOS_AFL043C	765		partial;old_locus_tag=AFL043C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	359619	360383	-	NM_210859.2		NP_985505.2	AFL043Cp		4621737	AGOS_AFL043C	765	765	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	359619	360383	-	NP_985505.2		NM_210859.2	AFL043Cp		4621737	AGOS_AFL043C	765	254	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	360613	361005	-						4621738	AGOS_AgSNR82	393		old_locus_tag=AgSNR82
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	360613	361005	-	NR_149429.1			AgSNR82		4621738	AGOS_AgSNR82	393	393	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	361030	362955	-						4621739	AGOS_AFL042C	1926		partial;old_locus_tag=AFL042C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	361030	362955	-	NM_210860.2		NP_985506.2	AFL042Cp		4621739	AGOS_AFL042C	1926	1926	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	361030	362955	-	NP_985506.2		NM_210860.2	AFL042Cp		4621739	AGOS_AFL042C	1926	641	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	363155	364264	-						4621740	AGOS_AFL041C	1110		partial;old_locus_tag=AFL041C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	363155	364264	-	NM_210861.1		NP_985507.1	AFL041Cp		4621740	AGOS_AFL041C	1110	1110	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	363155	364264	-	NP_985507.1		NM_210861.1	AFL041Cp		4621740	AGOS_AFL041C	1110	369	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	364593	367853	+						4621741	AGOS_AFL040W	3261		partial;old_locus_tag=AFL040W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	364593	367853	+	NM_210862.1		NP_985508.1	AFL040Wp		4621741	AGOS_AFL040W	3261	3261	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	364593	367853	+	NP_985508.1		NM_210862.1	AFL040Wp		4621741	AGOS_AFL040W	3261	1086	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	368010	368657	-						4621742	AGOS_AFL039C	648		partial;old_locus_tag=AFL039C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	368010	368657	-	NM_210863.1		NP_985509.1	AFL039Cp		4621742	AGOS_AFL039C	648	648	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	368010	368657	-	NP_985509.1		NM_210863.1	AFL039Cp		4621742	AGOS_AFL039C	648	215	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	369012	370004	-						4621743	AGOS_AFL038C	993		partial;old_locus_tag=AFL038C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	369012	370004	-	NM_210864.2		NP_985510.1	AFL038Cp		4621743	AGOS_AFL038C	993	993	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	369012	370004	-	NP_985510.1		NM_210864.2	AFL038Cp		4621743	AGOS_AFL038C	993	330	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	370180	371544	+						4621744	AGOS_AFL037W	1365		partial;old_locus_tag=AFL037W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	370180	371544	+	NM_210865.1		NP_985511.1	AFL037Wp		4621744	AGOS_AFL037W	1365	1365	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	370180	371544	+	NP_985511.1		NM_210865.1	AFL037Wp		4621744	AGOS_AFL037W	1365	454	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	371575	372216	-						4621745	AGOS_AFL036C	642		partial;old_locus_tag=AFL036C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	371575	372216	-	NM_210866.2		NP_985512.2	AFL036Cp		4621745	AGOS_AFL036C	642	642	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	371575	372216	-	NP_985512.2		NM_210866.2	AFL036Cp		4621745	AGOS_AFL036C	642	213	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	372377	373031	-						4621746	AGOS_AFL035C	655		partial;old_locus_tag=AFL035C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	372377	373031	-	NM_210867.1		NP_985513.1	60S ribosomal protein L28		4621746	AGOS_AFL035C	450	450	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	372377	373031	-	NP_985513.1		NM_210867.1	60S ribosomal protein L28		4621746	AGOS_AFL035C	450	149	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	373258	374682	+						4621747	AGOS_AFL034W	1425		partial;old_locus_tag=AFL034W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	373258	374682	+	NM_210868.2		NP_985514.2	AFL034Wp		4621747	AGOS_AFL034W	1425	1425	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	373258	374682	+	NP_985514.2		NM_210868.2	AFL034Wp		4621747	AGOS_AFL034W	1425	474	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	374916	376064	+						4621748	AGOS_AFL033W	1149		partial;old_locus_tag=AFL033W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	374916	376064	+	NM_210869.1		NP_985515.1	AFL033Wp		4621748	AGOS_AFL033W	1149	1149	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	374916	376064	+	NP_985515.1		NM_210869.1	AFL033Wp		4621748	AGOS_AFL033W	1149	382	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	376057	377172	-						4621749	AGOS_AFL032C	1116		partial;old_locus_tag=AFL032C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	376057	377172	-	NM_210870.1		NP_985516.1	AFL032Cp		4621749	AGOS_AFL032C	1116	1116	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	376057	377172	-	NP_985516.1		NM_210870.1	AFL032Cp		4621749	AGOS_AFL032C	1116	371	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	377592	379145	+						4621750	AGOS_AFL031W	1554		partial;old_locus_tag=AFL031W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	377592	379145	+	NM_210871.2		NP_985517.2	AFL031Wp		4621750	AGOS_AFL031W	1554	1554	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	377592	379145	+	NP_985517.2		NM_210871.2	AFL031Wp		4621750	AGOS_AFL031W	1554	517	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	379246	379674	-						4621751	AGOS_AFL030C	429		partial;old_locus_tag=AFL030C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	379246	379674	-	NM_210872.1		NP_985518.1	AFL030Cp		4621751	AGOS_AFL030C	429	429	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	379246	379674	-	NP_985518.1		NM_210872.1	AFL030Cp		4621751	AGOS_AFL030C	429	142	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	384489	386492	+						4621752	AGOS_AFL029W	2004		partial;old_locus_tag=AFL029W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	384489	386492	+	NM_210873.1		NP_985519.1	AFL029Wp		4621752	AGOS_AFL029W	2004	2004	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	384489	386492	+	NP_985519.1		NM_210873.1	AFL029Wp		4621752	AGOS_AFL029W	2004	667	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	386889	387323	+						4621753	AGOS_AFL028W	435		partial;old_locus_tag=AFL028W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	386889	387323	+	NM_210874.2		NP_985520.2	AFL028Wp		4621753	AGOS_AFL028W	435	435	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	386889	387323	+	NP_985520.2		NM_210874.2	AFL028Wp		4621753	AGOS_AFL028W	435	144	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	387429	389996	-						4621754	AGOS_AFL027C	2568		partial;old_locus_tag=AFL027C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	387429	389996	-	NM_210875.2		NP_985521.2	AFL027Cp		4621754	AGOS_AFL027C	2568	2568	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	387429	389996	-	NP_985521.2		NM_210875.2	AFL027Cp		4621754	AGOS_AFL027C	2568	855	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	390191	391483	+						4621755	AGOS_AFL026W	1293		partial;old_locus_tag=AFL026W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	390191	391483	+	NM_210876.1		NP_985522.1	AFL026Wp		4621755	AGOS_AFL026W	1293	1293	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	390191	391483	+	NP_985522.1		NM_210876.1	AFL026Wp		4621755	AGOS_AFL026W	1293	430	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	391581	394901	-						4621756	AGOS_AFL025C	3321		partial;old_locus_tag=AFL025C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	391581	394901	-	NM_210877.1		NP_985523.1	AFL025Cp		4621756	AGOS_AFL025C	3321	3321	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	391581	394901	-	NP_985523.1		NM_210877.1	AFL025Cp		4621756	AGOS_AFL025C	3321	1106	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	395358	397154	+						4621757	AGOS_AFL024W	1797		partial;old_locus_tag=AFL024W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	395358	397154	+	NM_210878.1		NP_985524.1	AFL024Wp		4621757	AGOS_AFL024W	1797	1797	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	395358	397154	+	NP_985524.1		NM_210878.1	AFL024Wp		4621757	AGOS_AFL024W	1797	598	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	397232	398539	-						4621758	AGOS_AFL023C	1308		partial;old_locus_tag=AFL023C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	397232	398539	-	NM_210879.1		NP_985525.1	AFL023Cp		4621758	AGOS_AFL023C	1308	1308	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	397232	398539	-	NP_985525.1		NM_210879.1	AFL023Cp		4621758	AGOS_AFL023C	1308	435	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	398785	399900	+						4621759	AGOS_AFL022W	1116		partial;old_locus_tag=AFL022W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	398785	399900	+	NM_210880.1		NP_985526.1	AFL022Wp		4621759	AGOS_AFL022W	1116	1116	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	398785	399900	+	NP_985526.1		NM_210880.1	AFL022Wp		4621759	AGOS_AFL022W	1116	371	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	399936	400193	-						4621760	AGOS_AFL021C	258		partial;old_locus_tag=AFL021C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	399936	400193	-	NM_210881.1		NP_985527.1	AFL021Cp		4621760	AGOS_AFL021C	258	258	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	399936	400193	-	NP_985527.1		NM_210881.1	AFL021Cp		4621760	AGOS_AFL021C	258	85	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	400368	401882	+						4621761	AGOS_AFL020W	1515		partial;old_locus_tag=AFL020W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	400368	401882	+	NM_210882.1		NP_985528.1	AFL020Wp		4621761	AGOS_AFL020W	1515	1515	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	400368	401882	+	NP_985528.1		NM_210882.1	AFL020Wp		4621761	AGOS_AFL020W	1515	504	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	401981	403996	-						4621762	AGOS_AFL019C	2016		partial;old_locus_tag=AFL019C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	401981	403996	-	NM_210883.1		NP_985529.1	AFL019Cp		4621762	AGOS_AFL019C	2016	2016	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	401981	403996	-	NP_985529.1		NM_210883.1	AFL019Cp		4621762	AGOS_AFL019C	2016	671	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	404279	405457	-						4621763	AGOS_AFL018C	1179		partial;old_locus_tag=AFL018C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	404279	405457	-	NM_210884.1		NP_985530.1	AFL018Cp		4621763	AGOS_AFL018C	1179	1179	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	404279	405457	-	NP_985530.1		NM_210884.1	AFL018Cp		4621763	AGOS_AFL018C	1179	392	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	405643	406503	+						4621764	AGOS_AFL017W	861		partial;old_locus_tag=AFL017W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	405643	406503	+	NM_210885.1		NP_985531.1	AFL017Wp		4621764	AGOS_AFL017W	861	861	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	405643	406503	+	NP_985531.1		NM_210885.1	AFL017Wp		4621764	AGOS_AFL017W	861	286	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	406542	408656	-						4621765	AGOS_AFL016C	2115		partial;old_locus_tag=AFL016C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	406542	408656	-	NM_210886.2		NP_985532.1	AFL016Cp		4621765	AGOS_AFL016C	2115	2115	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	406542	408656	-	NP_985532.1		NM_210886.2	AFL016Cp		4621765	AGOS_AFL016C	2115	704	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	408908	409915	-						4621766	AGOS_AFL015C	1008		partial;old_locus_tag=AFL015C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	408908	409915	-	NM_210887.1		NP_985533.1	AFL015Cp		4621766	AGOS_AFL015C	1008	1008	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	VI	NC_005787.5	408908	409915	-	NP_985533.1		NM_210887.1	AFL015Cp		4621766	AGOS_AFL015C	1008	335	
